loggingTime(txt),locationTimestamp_since1970(s),locationLatitude(WGS84),locationLongitude(WGS84),locationAltitude(m),locationSpeed(m/s),locationSpeedAccuracy(m/s),locationCourse(°),locationCourseAccuracy(°),locationVerticalAccuracy(m),locationHorizontalAccuracy(m),locationFloor(Z),accelerometerTimestamp_sinceReboot(s),accelerometerAccelerationX(G),accelerometerAccelerationY(G),accelerometerAccelerationZ(G),motionTimestamp_sinceReboot(s),motionYaw(rad),motionRoll(rad),motionPitch(rad),motionRotationRateX(rad/s),motionRotationRateY(rad/s),motionRotationRateZ(rad/s),motionUserAccelerationX(G),motionUserAccelerationY(G),motionUserAccelerationZ(G),motionAttitudeReferenceFrame(txt),motionQuaternionX(R),motionQuaternionY(R),motionQuaternionZ(R),motionQuaternionW(R),motionGravityX(G),motionGravityY(G),motionGravityZ(G),motionMagneticFieldX(µT),motionMagneticFieldY(µT),motionMagneticFieldZ(µT),motionHeading(°),motionMagneticFieldCalibrationAccuracy(Z),activityTimestamp_sinceReboot(s),activity(txt),activityActivityConfidence(Z),activityActivityStartDate(txt),pedometerStartDate(txt),pedometerNumberofSteps(N),pedometerAverageActivePace(s/m),pedometerCurrentPace(s/m),pedometerCurrentCadence(steps/s),pedometerDistance(m),pedometerFloorAscended(N),pedometerFloorDescended(N),pedometerEndDate(txt),altimeterTimestamp_sinceReboot(s),altimeterReset(bool),altimeterRelativeAltitude(m),altimeterPressure(kPa),batteryState(N),batteryLevel(R),heartRateBPMTimestamp(txt),heartRateBPM(N),heartRateBPS(R),heartRateVariabilityTimestamp(txt),heartRateVariability(ms),label
2025-04-21T16:43:19.394+03:00,1745242998.53616,40.95237388445845,29.14013565701957,78.28703,-1,-1,-1,-1,30,34.22672640375541,-9999,20311.572564,-0.638397216796875,0.681396484375,-0.3837127685546875,20311.565025,1.974394645817678,-1.026310919106573,-0.7356962560317892,-0.0621054545044899,-0.06658581644296646,-0.07124808430671692,0.002688229084014893,0.002419233322143555,-0.004921406507492065,XArbitraryZVertical,-0.2096341122765218,0.5138565433480951,-0.7756490116863719,-0.3006217390686027,-0.6341578960418701,0.6711034774780273,-0.38400998711586,0,0,0,-1,-1,20309.90125491667,unknown,2,2025-04-21T16:43:17.691+03:00,2025-04-20T21:57:49.637+03:00,6805,0.9845527,0,0,5579.851,5,6,2025-04-21T16:43:17.691+03:00,766935790.0548265,0,-38.69,100.1966,1,0.3,2025-04-21T16:43:07.230+03:00,101,1.683333333333333,2025-04-21T12:30:07.995+03:00,0.02023345852159405,0
2025-04-21T16:43:19.396+03:00,1745242998.53616,40.95237388445845,29.14013565701957,78.28703,-1,-1,-1,-1,30,34.22672640375541,-9999,20311.58264,-0.6297149658203125,0.676605224609375,-0.388641357421875,20311.5751,1.973313186926889,-1.027571794689138,-0.7355019321033111,-0.06055149808526039,-0.05812042951583862,-0.05260209739208221,-0.003460824489593506,0.01054370403289795,2.241134643554688e-05,XArbitraryZVertical,-0.2099028760970907,0.514103103520245,-0.7753550677867245,-0.3007711849551954,-0.6347533464431763,0.6709594130516052,-0.38327756524086,0,0,0,-1,-1,20309.90125491667,unknown,2,2025-04-21T16:43:17.691+03:00,2025-04-20T21:57:49.637+03:00,6805,0.9845527,0,0,5579.851,5,6,2025-04-21T16:43:17.691+03:00,766935790.0548265,0,-38.69,100.1966,1,0.3,2025-04-21T16:43:07.230+03:00,101,1.683333333333333,2025-04-21T12:30:07.995+03:00,0.02023345852159405,0
2025-04-21T16:43:19.398+03:00,1745242998.53616,40.95237388445845,29.14013565701957,78.28703,-1,-1,-1,-1,30,34.22672640375541,-9999,20311.592716,-0.63037109375,0.671173095703125,-0.387847900390625,20311.585176,1.972510726731225,-1.028590789028682,-0.7354166150482049,-0.04683302342891693,-0.05121671408414841,-0.02817611582577229,0.005904793739318848,0.004213571548461914,-0.006591796875,XArbitraryZVertical,-0.2101169898739778,0.5143158796966464,-0.7751276860069518,-0.3008438303818853,-0.6351925134658813,0.6708961725234985,-0.3826600611209869,0,0,0,-1,-1,20309.90125491667,unknown,2,2025-04-21T16:43:17.691+03:00,2025-04-20T21:57:49.637+03:00,6805,0.9845527,0,0,5579.851,5,6,2025-04-21T16:43:17.691+03:00,766935790.0548265,0,-38.69,100.1966,1,0.3,2025-04-21T16:43:07.230+03:00,101,1.683333333333333,2025-04-21T12:30:07.995+03:00,0.02023345852159405,0
2025-04-21T16:43:19.398+03:00,1745242998.53616,40.95237388445845,29.14013565701957,78.28703,-1,-1,-1,-1,30,34.22672640375541,-9999,20311.602792,-0.6360931396484375,0.6756439208984375,-0.3848419189453125,20311.595252,1.971814611309972,-1.029400629229756,-0.7354786836071968,-0.05739692226052284,-0.02480767667293549,-0.01698188483715057,0.003874778747558594,-0.0004406571388244629,-0.005510330200195312,XArbitraryZVertical,-0.2102332605976656,0.5145288496669629,-0.7749376417143213,-0.3008880833920449,-0.6354665160179138,0.6709421873092651,-0.3821240663528442,0,0,0,-1,-1,20309.90125491667,unknown,2,2025-04-21T16:43:17.691+03:00,2025-04-20T21:57:49.637+03:00,6805,0.9845527,0,0,5579.851,5,6,2025-04-21T16:43:17.691+03:00,766935790.0548265,0,-38.69,100.1966,1,0.3,2025-04-21T16:43:07.230+03:00,101,1.683333333333333,2025-04-21T12:30:07.995+03:00,0.02023345852159405,0
2025-04-21T16:43:19.408+03:00,1745242998.53616,40.95237388445845,29.14013565701957,78.28703,-1,-1,-1,-1,30,34.22672640375541,-9999,20311.612868,-0.635589599609375,0.681365966796875,-0.3886871337890625,20311.605328,1.971152586803541,-1.029959639791592,-0.7357124978276182,-0.05589276552200317,-0.01358591578900814,-0.001426627160981297,-0.0005323290824890137,0.005871057510375977,-0.00388646125793457,XArbitraryZVertical,-0.2102097734541464,0.5147502650195733,-0.7747784588957465,-0.3009358076851608,-0.6355456113815308,0.671115517616272,-0.3816880285739899,0,0,0,-1,-1,20309.90125491667,unknown,2,2025-04-21T16:43:17.691+03:00,2025-04-20T21:57:49.637+03:00,6805,0.9845527,0,0,5579.851,5,6,2025-04-21T16:43:17.691+03:00,766935790.0548265,0,-38.69,100.1966,1,0.3,2025-04-21T16:43:07.230+03:00,101,1.683333333333333,2025-04-21T12:30:07.995+03:00,0.02023345852159405,0
2025-04-21T16:43:19.418+03:00,1745242998.53616,40.95237388445845,29.14013565701957,78.28703,-1,-1,-1,-1,30,34.22672640375541,-9999,20311.622943,-0.614898681640625,0.6745452880859375,-0.3828125,20311.615404,1.971774771800606,-1.030706483279494,-0.7354259390801354,0.08214166760444641,-0.1225596740841866,-0.007638250477612019,0.001946926116943359,0.01044744253158569,-0.007832914590835571,XArbitraryZVertical,-0.2107446842058518,0.5147141253191411,-0.7747943827798233,-0.3005820930669717,-0.6359952688217163,0.6709030866622925,-0.3813121020793915,0,0,0,-1,-1,20309.90125491667,unknown,2,2025-04-21T16:43:17.691+03:00,2025-04-20T21:57:49.637+03:00,6805,0.9845527,0,0,5579.851,5,6,2025-04-21T16:43:17.691+03:00,766935790.0548265,0,-38.69,100.1966,1,0.3,2025-04-21T16:43:07.230+03:00,101,1.683333333333333,2025-04-21T12:30:07.995+03:00,0.02023345852159405,0
2025-04-21T16:43:19.427+03:00,1745242998.53616,40.95237388445845,29.14013565701957,78.28703,-1,-1,-1,-1,30,34.22672640375541,-9999,20311.633019,-0.6027679443359375,0.664886474609375,-0.3789520263671875,20311.625479,1.971691423537794,-1.03172085605133,-0.7354059766596941,-0.03780870139598846,-0.1094111055135727,-0.009497936815023422,0.02569079399108887,0.001032352447509766,0.000500798225402832,XArbitraryZVertical,-0.2111220691986508,0.5148695256847162,-0.7746749830918959,-0.3003589732499458,-0.6363933086395264,0.6708882451057434,-0.3806736767292023,0,0,0,-1,-1,20309.90125491667,unknown,2,2025-04-21T16:43:17.691+03:00,2025-04-20T21:57:49.637+03:00,6805,0.9845527,0,0,5579.851,5,6,2025-04-21T16:43:17.691+03:00,766935790.0548265,0,-38.69,100.1966,1,0.3,2025-04-21T16:43:07.230+03:00,101,1.683333333333333,2025-04-21T12:30:07.995+03:00,0.02023345852159405,0
2025-04-21T16:43:19.437+03:00,1745242998.53616,40.95237388445845,29.14013565701957,78.28703,-1,-1,-1,-1,30,34.22672640375541,-9999,20311.643095,-0.642913818359375,0.6795501708984375,-0.3906097412109375,20311.635555,1.97155735446338,-1.032467633156707,-0.7355143684124027,0.001873861299827695,-0.04070994257926941,0.0005222740583121777,0.02984923124313354,-0.004464924335479736,-0.001217246055603027,XArbitraryZVertical,-0.2113444902904047,0.515027169498154,-0.7745756266129279,-0.3001884356704828,-0.636614978313446,0.6709686517715454,-0.3801610469818115,0,0,0,-1,-1,20309.90125491667,unknown,2,2025-04-21T16:43:17.691+03:00,2025-04-20T21:57:49.637+03:00,6805,0.9845527,0,0,5579.851,5,6,2025-04-21T16:43:17.691+03:00,766935790.0548265,0,-38.69,100.1966,1,0.3,2025-04-21T16:43:07.230+03:00,101,1.683333333333333,2025-04-21T12:30:07.995+03:00,0.02023345852159405,0
2025-04-21T16:43:19.447+03:00,1745242998.53616,40.95237388445845,29.14013565701957,78.28703,-1,-1,-1,-1,30,34.22672640375541,-9999,20311.653171,-0.648529052734375,0.6606597900390625,-0.383148193359375,20311.645631,1.971647057408373,-1.032604713625821,-0.735630088268306,-0.003684688592329621,-0.016041349619627,0.01598431915044785,-0.009166836738586426,0.007076501846313477,-0.00943148136138916,XArbitraryZVertical,-0.2113862012862818,0.5150717375333995,-0.7745742260006209,-0.300086152149507,-0.6366003751754761,0.6710544228553772,-0.3800339698791504,0,0,0,-1,-1,20309.90125491667,unknown,2,2025-04-21T16:43:17.691+03:00,2025-04-20T21:57:49.637+03:00,6805,0.9845527,0,0,5579.851,5,6,2025-04-21T16:43:17.691+03:00,766935790.0548265,0,-38.69,100.1966,1,0.3,2025-04-21T16:43:07.230+03:00,101,1.683333333333333,2025-04-21T12:30:07.995+03:00,0.02023345852159405,0
2025-04-21T16:43:19.457+03:00,1745242998.53616,40.95237388445845,29.14013565701957,78.28703,-1,-1,-1,-1,30,34.22672640375541,-9999,20311.663247,-0.6304473876953125,0.6617431640625,-0.386810302734375,20311.655707,1.971756145552304,-1.032711893575438,-0.7357888919460442,-0.002524216193705797,-0.01876935921609402,0.01473509799689054,-0.01019418239593506,-0.0124046802520752,-0.003572970628738403,XArbitraryZVertical,-0.2114085296952563,0.5151222273760444,-0.7745787115841528,-0.2999719343104263,-0.6365495324134827,0.6711721420288086,-0.3799110352993011,0,0,0,-1,-1,20309.90125491667,unknown,2,2025-04-21T16:43:17.691+03:00,2025-04-20T21:57:49.637+03:00,6805,0.9845527,0,0,5579.851,5,6,2025-04-21T16:43:17.691+03:00,766935790.0548265,0,-38.69,100.1966,1,0.3,2025-04-21T16:43:07.230+03:00,101,1.683333333333333,2025-04-21T12:30:07.995+03:00,0.02023345852159405,0
