PC1,PC2,PC3
4.4608389900599335,0.6442738982930172,3.3917113002458428
4.451901035314605,0.6276639330583651,3.41841590881416
4.44310238383818,0.6112175031844576,3.444588488211505
4.434539916286612,0.5947891276472419,3.46967097132174
4.426299577541066,0.5782549571994745,3.4931741879983695
4.418453547707102,0.561523175113522,3.5146988983439074
4.411058218004405,0.5445419916141998,3.533951057887942
4.4041530640031885,0.5273043769740178,3.550750225942242
4.397760430582353,0.5098487540626978,3.5650306071895805
4.391886143817905,0.4922552078307993,3.576834971865227
4.386520781896144,0.47463733488828186,3.586302423622133
4.381641423875571,0.45713051001824534,3.5936514405435807
4.377213740537471,0.4398779160241701,3.599159713160939
4.373194371940065,0.42301602254555004,3.6031421798046535
4.3695335565916515,0.4066612631625858,3.6059285489788726
4.366177965394123,0.3908994679467756,3.6078416489207945
4.36307363860334,0.3757792338974351,3.609178069314598
4.360168860685165,0.36130990940845625,3.6101925519351834
4.357416783883508,0.34746426669404684,3.61108731007413
4.354777594962614,0.3341853147113636,3.61200692429187
4.352220054860331,0.3213961690558585,3.6130388151749
4.3497223063101815,0.3090115761739032,3.6142186733648627
4.347271917267906,0.2969496493236745,3.61553972875564
4.344865259506989,0.2851425579966831,3.61696443617396
4.3425063703394935,0.2735452677155529,3.6184370472913154
4.3402055168818405,0.26214183501955524,3.6198956211122644
4.337977717409995,0.2509491265570662,3.6212822321381526
4.335841424302076,0.24001805649988064,3.6225504320773276
4.333817509818819,0.22943248911762643,3.6236694338363056
4.331928580667866,0.2193059375569643,3.6246249914927477
4.330198539672582,0.2097762041393359,3.625417456752491
4.3286522493704584,0.20099818775581121,3.626057859006901
4.327315153432453,0.1931352036218399,3.626562987625505
4.326212744475866,0.1863492885575837,3.626950366077762
4.325369824621518,0.1807910858433458,3.6272338128846773
4.324809587583731,0.1765900235723487,3.6274200926193854
4.324552587432221,0.17384563787606122,3.6275069737443837
4.32461571713064,0.1726210010341957,3.627482790373534
4.3250113513392145,0.17293922739753817,3.6273273312310526
4.325746820645742,0.1747838333649902,3.627013638130251
4.326824329233103,0.17810326053861725,3.6265101970674625
4.328241331879425,0.18281918640542413,3.625783095443185
4.329991269322991,0.18883752876213553,3.6247979458999393
4.332064455105061,0.19606050704839473,3.623521636470537
4.334448878027065,0.20439788245886395,3.621924148156691
4.337130700928647,0.21377560482961105,3.619980679222125
4.340094327070593,0.22414047712986648,3.617674111376055
4.3433220178632554,0.23545999736653203,3.614997530056702
4.346793165529146,0.2477171516981554,3.611956234954165
4.3504833911985346,0.2609005807696705,3.608568576755895
4.3543636762256535,0.2749911837004053,3.604865071441798
4.358399757882276,0.2899467767631936,3.6008855180611863
4.36255196692784,0.3056867934393002,3.5966741817236567
4.3667756552158545,0.322079099314345,3.592273460601492
4.371022243280391,0.3389308234980573,3.5877167794862825
4.375240844965824,0.3559846945795933,3.5830217042067947
4.379380319529653,0.37292178705239176,3.5781843451085624
4.3833915352318975,0.3893708685102858,3.573175985144875
4.387229610100266,0.404923786469164,3.567942576711027
4.390855916440266,0.41915571007439106,3.5624073758841974
4.394239666689729,0.4316486860650121,3.5564765611704643
4.39735899740394,0.44201686466634676,3.5500472602524336
4.400201581489044,0.4499317847584783,3.543017046552222
4.402764846472005,0.4551461501096031,3.535293761661577
4.405055862778607,0.4575145020318379,3.526804538808829
4.407090956828052,0.45700912026282486,3.5175031266601344
4.408895020404333,0.4537295208815835,3.507374918599506
4.4105004709726,0.4479041788738003,3.4964393930128344
4.411945834321379,0.43988362692959526,3.4847499051682505
4.413273920575386,0.43012479309302454,3.472390956577934
4.41452960382637,0.4191671837179716,3.459473277691613
4.4157572198531865,0.4076022101285655,3.446127290662156
4.416997620686071,0.39603756311408306,3.4324956724916476
4.41828502501463,0.3850590425950117,3.4187256821223992
4.419643942593063,0.37519254294187865,3.404961633175986
4.421086510708036,0.3668688508298852,3.391337547858651
4.422610618181895,0.3603935794850061,3.377969854331901
4.424199092427091,0.35592419974961076,3.3649500585578713
4.425820149844737,0.3534557703086765,3.3523375828474777
4.427429163033988,0.3528165154059202,3.340153265105985
4.428971651834319,0.35367377383463666,3.3283742652368917
4.430387240204946,0.35555018066534216,3.316931250892486
4.431614256681993,0.35784939107564556,3.3057087063750377
4.4325946394664255,0.3598902911349721,3.294549016381433
4.433278844988697,0.3609483722658376,3.283260659425249
4.433630504844074,0.3603026311354922,3.271630445927206
4.43363060663292,0.35728589942833827,3.2594393095706384
4.4332809627349565,0.3513359232298397,3.2464807668699054
4.432606715010601,0.3420439281935067,3.2325808272721157
4.43165761475649,0.32919707452376085,3.2176178332461007
4.430507899973859,0.3128113672731682,3.201540445062649
4.429254701383485,0.29315234517553107,3.1843818407014637
4.42801507253058,0.2707420189551601,3.1662683336881114
4.426921792383355,0.24635170951128446,3.147421086485022
4.426118124861706,0.22098126213726574,3.128150373937482
4.425751639623342,0.1958254772215885,3.108842673516156
4.425967143122797,0.17222859033431642,3.0899414277478408
4.426898787342203,0.15162751093744398,3.071922445563099
4.428661517470717,0.13548456047237026,3.0552646676691677
4.431342145600717,0.1252108235826512,3.0404167416219474
4.434990438769273,0.12208197653412939,3.0277598799431757
4.439610707811751,0.12714944431993555,3.017567959292653
4.445154344988348,0.14115076732126977,3.0099666046098905
4.451513745768075,0.1644238752617198,3.004893836796069
4.458517959903184,0.1968304598591423,3.0020654798916167
4.4659303262632815,0.23769373251353065,3.000948802331517
4.473448263430998,0.285755579122395,3.000747753691901
4.480705342141292,0.33915759025074843,3.0004026715599608
4.487275731142749,0.39544975554040385,2.998606584789717
4.492681078244189,0.45162972198696644,2.9938394002424737
4.496399851300962,0.5042142773659989,2.9844204274439887
4.497879045570907,0.5493430175728202,2.9685788549844228
4.496548016319356,0.5829119366737383,2.9445409412083863
4.491833986716499,0.6007320716865415,2.910631810778983
4.483178628989975,0.5987056823048336,2.8653887932034396
4.470055070884297,0.5730103017035548,2.807682033930646
4.451984818229962,0.520279894552335,2.7368365677850983
4.428554386465783,0.43777264446231445,2.65274835936991
4.399431779625854,0.3235165201773027,2.5559855114643155
4.364383179969995,0.17642620861884328,2.447865525031927
4.3232902337675485,-0.003612530491942937,2.330500425917117
4.276168090064526,-0.21569309713907972,2.206803485470173
4.223184006767838,-0.4578735988961926,2.0804536315500024
4.16467599906254,-0.7271975280119888,1.9558159886576605
4.101170735131786,-1.0197483546698844,1.8378190201244664
4.033399701496564,-1.330735445022805,1.7317904719520574
3.9623124814958253,-1.654607323924428,1.643255955990825
3.889085789349961,-1.9851876060803169,1.577705745261253
